ID,No. of Trucks,Received Date,Data Source,Manifest of,Description of Cargo,Cargo Category,Status,Quantity,Units,Donating Country/ Organization,Donation Type,Crossing,Destination Recipient/ Partner,Data Period,Data Entry Type,Last Edited Time,,,,,,,,
31169,1,2024-02-18,UNRWA,Non-Manifest (2024-02-18),Food Items,Food Items,Received,14,Pallets,WCK,Humanitarian - INGO,Kerem Shalom,WCK,Historical Data (before Rafah Operation),Unknown,2024-02-24 15:57:54,,,,,,,,
31170,1,2024-02-18,UNRWA,Non-Manifest (2024-02-18),Water + Cake,Food Items,Received,32,Pallets,UNRWA + ERC,Humanitarian - UN,Kerem Shalom,UNRWA + PRCS,Historical Data (before Rafah Operation),Unknown,2024-02-24 15:57:54,,,,,,,,
31171,1,2024-02-18,UNRWA,Non-Manifest (2024-02-18),Charcoal + Firewood,Non-Food Items,Received,22,Pallets,WCK,Humanitarian - INGO,Kerem Shalom,WCK,Historical Data (before Rafah Operation),Unknown,2024-02-24 15:57:54,,,,,,,,
31172,1,2024-02-18,UNRWA,Non-Manifest (2024-02-18),Blankets,Non-Food Items,Received,22,Pallets,ERC,Humanitarian - PRCS,Kerem Shalom,PRCS,Historical Data (before Rafah Operation),Unknown,2024-02-24 15:57:54,,,,,,,,
31173,1,2024-02-18,UNRWA,Non-Manifest (2024-02-18),Pots,Non-Food Items,Received,28,Pallets,WCK,Humanitarian - INGO,Kerem Shalom,WCK,Historical Data (before Rafah Operation),Unknown,2024-02-24 15:57:54,,,,,,,,
31174,1,2024-02-18,UNRWA,Non-Manifest (2024-02-18),Ovens,Non-Food Items,Received,49,Pallets,WCK,Humanitarian - INGO,Kerem Shalom,WCK,Historical Data (before Rafah Operation),Unknown,2024-02-24 15:57:54,,,,,,,,
31175,1,2024-02-18,UNRWA,Non-Manifest (2024-02-18),Ovens,Non-Food Items,Received,52,Pallets,WCK,Humanitarian - INGO,Kerem Shalom,WCK,Historical Data (before Rafah Operation),Unknown,2024-02-24 15:57:54,,,,,,,,
31176,1,2024-02-18,UNRWA,Non-Manifest (2024-02-18),Flour,Food Items,Received,27,Pallets,WFP,Humanitarian - UN,Kerem Shalom,WFP,Historical Data (before Rafah Operation),Unknown,2024-02-24 15:57:54,,,,,,,,
31177,1,2024-02-18,UNRWA,Non-Manifest (2024-02-18),Flour,Food Items,Received,18,Pallets,UNRWA,Humanitarian - UN,Kerem Shalom,UNRWA,Historical Data (before Rafah Operation),Unknown,2024-02-24 15:57:54,,,,,,,,
31178,1,2024-02-18,UNRWA,Non-Manifest (2024-02-18),Flour,Food Items,Received,14,Pallets,WFP,Humanitarian - UN,Kerem Shalom,WFP,Historical Data (before Rafah Operation),Unknown,2024-02-24 15:57:54,,,,,,,,
31179,1,2024-02-18,UNRWA,Non-Manifest (2024-02-18),Packaging Materials + Pots,Non-Food Items,Received,12,Pallets,WCK,Humanitarian - INGO,Kerem Shalom,WCK,Historical Data (before Rafah Operation),Unknown,2024-02-24 15:57:54,,,,,,,,
31180,1,2024-02-18,UNRWA,Non-Manifest (2024-02-18),Pots,Non-Food Items,Received,14,Pallets,WCK,Humanitarian - INGO,Kerem Shalom,WCK,Historical Data (before Rafah Operation),Unknown,2024-02-24 15:57:54,,,,,,,,
31181,1,2024-02-18,UNRWA,Non-Manifest (2024-02-18),Flour,Food Items,Received,28,Pallets,WFP,Humanitarian - UN,Kerem Shalom,WFP,Historical Data (before Rafah Operation),Unknown,2024-02-24 15:57:54,,,,,,,,
31182,1,2024-02-18,UNRWA,Non-Manifest (2024-02-18),Flour,Food Items,Received,12,Pallets,WCK,Humanitarian - INGO,Kerem Shalom,WCK,Historical Data (before Rafah Operation),Unknown,2024-02-24 15:57:54,,,,,,,,
31183,1,2024-02-18,UNRWA,Non-Manifest (2024-02-18),Flour,Food Items,Received,20,Pallets,UNRWA,Humanitarian - UN,Kerem Shalom,UNRWA,Historical Data (before Rafah Operation),Unknown,2024-02-24 15:57:54,,,,,,,,
31184,1,2024-02-18,UNRWA,Non-Manifest (2024-02-18),Flour,Food Items,Received,28,Pallets,WFP,Humanitarian - UN,Kerem Shalom,WFP,Historical Data (before Rafah Operation),Unknown,2024-02-24 15:57:54,,,,,,,,
31185,1,2024-02-18,UNRWA,Non-Manifest (2024-02-18),Flour,Food Items,Received,18,Pallets,UNRWA,Humanitarian - UN,Kerem Shalom,UNRWA,Historical Data (before Rafah Operation),Unknown,2024-02-24 15:57:54,,,,,,,,
31186,1,2024-02-18,UNRWA,Non-Manifest (2024-02-18),Flour,Food Items,Received,26,Pallets,WFP,Humanitarian - UN,Kerem Shalom,WFP,Historical Data (before Rafah Operation),Unknown,2024-02-24 15:57:54,,,,,,,,
31187,1,2024-02-18,UNRWA,Non-Manifest (2024-02-18),Flour,Food Items,Received,14,Pallets,WFP,Humanitarian - UN,Kerem Shalom,WFP,Historical Data (before Rafah Operation),Unknown,2024-02-24 15:57:54,,,,,,,,
31188,1,2024-02-18,UNRWA,Non-Manifest (2024-02-18),Flour,Food Items,Received,20,Pallets,WFP,Humanitarian - UN,Kerem Shalom,WFP,Historical Data (before Rafah Operation),Unknown,2024-02-24 15:57:54,,,,,,,,
31189,1,2024-02-18,UNRWA,Non-Manifest (2024-02-18),Flour,Food Items,Received,20,Pallets,WFP,Humanitarian - UN,Kerem Shalom,WFP,Historical Data (before Rafah Operation),Unknown,2024-02-24 15:57:54,,,,,,,,
31190,1,2024-02-18,UNRWA,Non-Manifest (2024-02-18),Flour,Food Items,Received,18,Pallets,UNRWA,Humanitarian - UN,Kerem Shalom,UNRWA,Historical Data (before Rafah Operation),Unknown,2024-02-24 15:57:54,,,,,,,,
31191,1,2024-02-18,UNRWA,Non-Manifest (2024-02-18),Flour,Food Items,Received,20,Pallets,WFP,Humanitarian - UN,Kerem Shalom,WFP,Historical Data (before Rafah Operation),Unknown,2024-02-24 15:57:54,,,,,,,,
31192,1,2024-02-18,UNRWA,Non-Manifest (2024-02-18),Flour,Food Items,Received,24,Pallets,WFP,Humanitarian - UN,Kerem Shalom,WFP,Historical Data (before Rafah Operation),Unknown,2024-02-24 15:57:54,,,,,,,,
31193,1,2024-02-18,UNRWA,Non-Manifest (2024-02-18),Flour,Food Items,Received,12,Pallets,WFP,Humanitarian - UN,Kerem Shalom,WFP,Historical Data (before Rafah Operation),Unknown,2024-02-24 15:57:54,,,,,,,,
31194,1,2024-02-18,UNRWA,Non-Manifest (2024-02-18),Flour,Food Items,Received,18,Pallets,UNRWA,Humanitarian - UN,Kerem Shalom,UNRWA,Historical Data (before Rafah Operation),Unknown,2024-02-24 15:57:55,,,,,,,,
31195,1,2024-02-18,UNRWA,Non-Manifest (2024-02-18),Flour,Food Items,Received,30,Pallets,WFP,Humanitarian - UN,Kerem Shalom,WFP,Historical Data (before Rafah Operation),Unknown,2024-02-24 15:57:55,,,,,,,,
31196,1,2024-02-18,UNRWA,Non-Manifest (2024-02-18),Flour,Food Items,Received,28,Pallets,WFP,Humanitarian - UN,Kerem Shalom,WFP,Historical Data (before Rafah Operation),Unknown,2024-02-24 15:57:55,,,,,,,,
31197,1,2024-02-18,UNRWA,Non-Manifest (2024-02-18),Food Parcels,Food Items,Received,16,Pallets,WFP,Humanitarian - UN,Kerem Shalom,WFP,Historical Data (before Rafah Operation),Unknown,2024-02-24 15:57:55,,,,,,,,
31198,1,2024-02-18,UNRWA,Non-Manifest (2024-02-18),Flour,Food Items,Received,12,Pallets,UNRWA,Humanitarian - UN,Kerem Shalom,UNRWA,Historical Data (before Rafah Operation),Unknown,2024-02-24 15:57:55,,,,,,,,
31199,1,2024-02-18,UNRWA,Non-Manifest (2024-02-18),Flour,Food Items,Received,24,Pallets,WFP,Humanitarian - UN,Kerem Shalom,WFP,Historical Data (before Rafah Operation),Unknown,2024-02-24 15:57:55,,,,,,,,
31200,1,2024-02-18,UNRWA,Non-Manifest (2024-02-18),Flour,Food Items,Received,25,Pallets,UNRWA,Humanitarian - UN,Kerem Shalom,UNRWA,Historical Data (before Rafah Operation),Unknown,2024-02-24 15:57:55,,,,,,,,
31201,1,2024-02-18,UNRWA,Non-Manifest (2024-02-18),Flour,Food Items,Received,18,Pallets,UNRWA,Humanitarian - UN,Kerem Shalom,UNRWA,Historical Data (before Rafah Operation),Unknown,2024-02-24 15:57:55,,,,,,,,
31202,1,2024-02-18,UNRWA,Non-Manifest (2024-02-18),Diapers,Non-Food Items,Received,25,Pallets,UNICEF,Humanitarian - UN,Kerem Shalom,UNICEF,Historical Data (before Rafah Operation),Unknown,2024-02-24 15:57:55,,,,,,,,
31203,1,2024-02-18,UNRWA,Non-Manifest (2024-02-18),Food Parcels,Food Items,Received,24,Pallets,WFP,Humanitarian - UN,Kerem Shalom,WFP,Historical Data (before Rafah Operation),Unknown,2024-02-24 15:57:55,,,,,,,,
31204,1,2024-02-18,UNRWA,Non-Manifest (2024-02-18),Food Parcels,Food Items,Received,32,Pallets,WFP,Humanitarian - UN,Kerem Shalom,WFP,Historical Data (before Rafah Operation),Unknown,2024-02-24 15:57:55,,,,,,,,
31205,1,2024-02-18,UNRWA,Non-Manifest (2024-02-18),Food Parcels,Food Items,Received,34,Pallets,WFP,Humanitarian - UN,Kerem Shalom,WFP,Historical Data (before Rafah Operation),Unknown,2024-02-24 15:57:55,,,,,,,,
31206,1,2024-02-18,UNRWA,Non-Manifest (2024-02-18),Food Parcels,Food Items,Received,34,Pallets,WFP,Humanitarian - UN,Kerem Shalom,WFP,Historical Data (before Rafah Operation),Unknown,2024-02-24 15:57:55,,,,,,,,
31207,1,2024-02-18,UNRWA,Non-Manifest (2024-02-18),Food Parcels,Food Items,Received,24,Pallets,WFP,Humanitarian - UN,Kerem Shalom,WFP,Historical Data (before Rafah Operation),Unknown,2024-02-24 15:57:55,,,,,,,,
31208,1,2024-02-18,UNRWA,Non-Manifest (2024-02-18),Flour,Food Items,Received,18,Pallets,UNRWA,Humanitarian - UN,Kerem Shalom,UNRWA,Historical Data (before Rafah Operation),Unknown,2024-02-24 15:57:55,,,,,,,,
31209,1,2024-02-18,UNRWA,Non-Manifest (2024-02-18),Diapers,Non-Food Items,Received,32,Pallets,UNICEF,Humanitarian - UN,Kerem Shalom,UNICEF,Historical Data (before Rafah Operation),Unknown,2024-02-24 15:57:55,,,,,,,,
31210,1,2024-02-18,UNRWA,Non-Manifest (2024-02-18),Diapers,Non-Food Items,Received,16,Pallets,UNICEF,Humanitarian - UN,Kerem Shalom,UNICEF,Historical Data (before Rafah Operation),Unknown,2024-02-24 15:57:55,,,,,,,,
31211,1,2024-02-18,UNRWA,Non-Manifest (2024-02-18),Flour + Food Parcels,Food Items,Received,22,Pallets,WFP,Humanitarian - UN,Kerem Shalom,WFP,Historical Data (before Rafah Operation),Unknown,2024-02-24 15:57:55,,,,,,,,
31212,1,2024-02-18,UNRWA,Non-Manifest (2024-02-18),Diapers + Sanitary Napkins,Non-Food Items,Received,33,Pallets,UNICEF,Humanitarian - UN,Kerem Shalom,UNICEF,Historical Data (before Rafah Operation),Unknown,2024-05-06 11:13:10,,,,,,,,
31213,1,2024-02-18,UNRWA,Non-Manifest (2024-02-18),Flour,Food Items,Received,20,Pallets,WFP,Humanitarian - UN,Kerem Shalom,WFP,Historical Data (before Rafah Operation),Unknown,2024-02-24 15:57:55,,,,,,,,
31214,1,2024-02-18,UNRWA,Non-Manifest (2024-02-18),Food Parcels,Food Items,Received,22,Pallets,ERC,Humanitarian - PRCS,Kerem Shalom,PRCS,Historical Data (before Rafah Operation),Unknown,2024-02-24 15:57:55,,,,,,,,
31215,1,2024-02-18,UNRWA,Non-Manifest (2024-02-18),Flour,Food Items,Received,20,Pallets,UNRWA,Humanitarian - UN,Kerem Shalom,UNRWA,Historical Data (before Rafah Operation),Unknown,2024-02-24 15:57:55,,,,,,,,
31216,1,2024-02-18,UNRWA,Non-Manifest (2024-02-18),Food Parcels,Food Items,Received,28,Pallets,ERC,Humanitarian - PRCS,Kerem Shalom,PRCS,Historical Data (before Rafah Operation),Unknown,2024-02-24 15:57:55,,,,,,,,
31217,1,2024-02-18,UNRWA,Non-Manifest (2024-02-18),Diapers + Food Parcels + Sanitary Napkins,Mixed Items,Received,20,Pallets,UNICEF + WFP,Humanitarian - UN,Kerem Shalom,UNICEF + WFP,Historical Data (before Rafah Operation),Unknown,2024-02-24 15:57:55,,,,,,,,
31218,1,2024-02-18,UNRWA,Non-Manifest (2024-02-18),Mattresses,Non-Food Items,Received,24,Pallets,MSF,Humanitarian - INGO,Kerem Shalom,MSF,Historical Data (before Rafah Operation),Unknown,2024-02-24 15:57:55,,,,,,,,
31219,1,2024-02-18,UNRWA,Non-Manifest (2024-02-18),Tuna,Food Items,Received,14,Pallets,WCK,Humanitarian - INGO,Kerem Shalom,WCK,Historical Data (before Rafah Operation),Unknown,2024-02-24 15:57:55,,,,,,,,
31220,1,2024-02-18,UNRWA,Non-Manifest (2024-02-18),Yeast,Food Items,Received,36,Pallets,WFP,Humanitarian - UN,Kerem Shalom,WFP,Historical Data (before Rafah Operation),Unknown,2024-02-24 15:57:55,,,,,,,,
31221,1,2024-02-18,UNRWA,Non-Manifest (2024-02-18),Medicine,Medical Supplies,Received,33,Pallets,UNICEF,Humanitarian - UN,Kerem Shalom,UNICEF,Historical Data (before Rafah Operation),Unknown,2024-05-07 14:35:04,,,,,,,,
31222,1,2024-02-18,UNRWA,Non-Manifest (2024-02-18),Blankets + Medical Supplies,Mixed Items,Received,24,Pallets,ERC,Humanitarian - PRCS,Kerem Shalom,PRCS,Historical Data (before Rafah Operation),Unknown,2024-02-24 15:57:56,,,,,,,,
31223,1,2024-02-18,UNRWA,Non-Manifest (2024-02-18),Milk,Food Items,Received,14,Pallets,WCK,Humanitarian - INGO,Kerem Shalom,WCK,Historical Data (before Rafah Operation),Unknown,2024-02-24 15:57:56,,,,,,,,
31224,1,2024-02-18,UNRWA,Non-Manifest (2024-02-18),Flour + Tuna,Food Items,Received,14,Pallets,WCK,Humanitarian - INGO,Kerem Shalom,WCK,Historical Data (before Rafah Operation),Unknown,2024-02-24 15:57:56,,,,,,,,
31225,1,2024-02-18,UNRWA,Non-Manifest (2024-02-18),Lentils,Food Items,Received,14,Pallets,WCK,Humanitarian - INGO,Kerem Shalom,WCK,Historical Data (before Rafah Operation),Unknown,2024-02-24 15:57:56,,,,,,,,
31226,1,2024-02-18,UNRWA,Non-Manifest (2024-02-18),Milk + Lentils,Food Items,Received,14,Pallets,WCK,Humanitarian - INGO,Kerem Shalom,WCK,Historical Data (before Rafah Operation),Unknown,2024-02-24 15:57:56,,,,,,,,
31227,1,2024-02-18,UNRWA,Non-Manifest (2024-02-18),Rice + Flour + Food Parcels,Food Items,Received,22,Pallets,ERC,Humanitarian - PRCS,Kerem Shalom,PRCS,Historical Data (before Rafah Operation),Unknown,2024-02-24 15:57:56,,,,,,,,
31228,1,2024-02-18,UNRWA,Non-Manifest (2024-02-18),Toilet Paper,Non-Food Items,Received,24,Pallets,ERC,Humanitarian - PRCS,Kerem Shalom,PRCS,Historical Data (before Rafah Operation),Unknown,2024-02-24 15:57:56,,,,,,,,
31229,1,2024-02-18,UNRWA,Non-Manifest (2024-02-18),Mattresses,Non-Food Items,Received,10,Pallets,ERC,Humanitarian - PRCS,Kerem Shalom,PRCS,Historical Data (before Rafah Operation),Unknown,2024-02-24 15:57:56,,,,,,,,
31230,1,2024-02-18,UNRWA,Non-Manifest (2024-02-18),Lentils + Rice,Food Items,Received,16,Pallets,WCK,Humanitarian - INGO,Kerem Shalom,WCK,Historical Data (before Rafah Operation),Unknown,2024-02-24 15:57:56,,,,,,,,
31231,1,2024-02-18,UNRWA,Non-Manifest (2024-02-18),Toilet Paper,Non-Food Items,Received,24,Pallets,ERC,Humanitarian - PRCS,Kerem Shalom,PRCS,Historical Data (before Rafah Operation),Unknown,2024-02-24 15:57:56,,,,,,,,
31232,1,2024-02-18,UNRWA,Non-Manifest (2024-02-18),Charcoal,Non-Food Items,Received,14,Pallets,WCK,Humanitarian - INGO,Kerem Shalom,WCK,Historical Data (before Rafah Operation),Unknown,2024-02-24 15:57:56,,,,,,,,
31233,1,2024-02-18,UNRWA,Non-Manifest (2024-02-18),Medical Supplies,Medical Supplies,Received,40,Pallets,UNICEF,Humanitarian - UN,Kerem Shalom,UNICEF,Historical Data (before Rafah Operation),Unknown,2024-05-06 13:27:51,,,,,,,,
31234,1,2024-02-18,UNRWA,Non-Manifest (2024-02-18),Pots + Rice + Food Items + Charcoal,Mixed Items,Received,14,Pallets,WCK,Humanitarian - INGO,Kerem Shalom,WCK,Historical Data (before Rafah Operation),Unknown,2024-02-24 15:57:56,,,,,,,,
31235,1,2024-02-18,UNRWA,Non-Manifest (2024-02-18),Rice,Food Items,Received,12,Pallets,WCK,Humanitarian - INGO,Kerem Shalom,WCK,Historical Data (before Rafah Operation),Unknown,2024-02-24 15:57:56,,,,,,,,
31236,1,2024-02-18,UNRWA,Non-Manifest (2024-02-18),Rice + Pots,Mixed Items,Received,12,Pallets,WCK,Humanitarian - INGO,Kerem Shalom,WCK,Historical Data (before Rafah Operation),Unknown,2024-02-24 15:57:56,,,,,,,,
31237,1,2024-02-18,UNRWA,Non-Manifest (2024-02-18),Blankets,Non-Food Items,Received,14,Pallets,ERC,Humanitarian - PRCS,Kerem Shalom,PRCS,Historical Data (before Rafah Operation),Unknown,2024-02-24 15:57:56,,,,,,,,
31238,1,2024-02-18,UNRWA,Non-Manifest (2024-02-18),Diapers,Non-Food Items,Received,22,Pallets,ERC,Humanitarian - PRCS,Kerem Shalom,PRCS,Historical Data (before Rafah Operation),Unknown,2024-02-24 15:57:56,,,,,,,,
31239,1,2024-02-18,UNRWA,Non-Manifest (2024-02-18),Pots,Non-Food Items,Received,14,Pallets,WCK,Humanitarian - INGO,Kerem Shalom,WCK,Historical Data (before Rafah Operation),Unknown,2024-02-24 15:57:56,,,,,,,,
31240,1,2024-02-18,UNRWA,Non-Manifest (2024-02-18),Clothes + Diapers,Non-Food Items,Received,24,Pallets,ERC,Humanitarian - PRCS,Kerem Shalom,PRCS,Historical Data (before Rafah Operation),Unknown,2024-02-24 15:57:56,,,,,,,,
31241,1,2024-02-18,UNRWA,Non-Manifest (2024-02-18),Blankets,Non-Food Items,Received,19,Pallets,ERC,Humanitarian - PRCS,Kerem Shalom,PRCS,Historical Data (before Rafah Operation),Unknown,2024-02-24 15:57:56,,,,,,,,
31242,1,2024-02-18,UNRWA,Non-Manifest (2024-02-18),Blankets + Medical Supplies + Clothes,Mixed Items,Received,14,Pallets,ERC,Humanitarian - PRCS,Kerem Shalom,PRCS,Historical Data (before Rafah Operation),Unknown,2024-02-24 15:57:56,,,,,,,,
31243,1,2024-02-18,UNRWA,Non-Manifest (2024-02-18),Blankets,Non-Food Items,Received,32,Pallets,ERC,Humanitarian - PRCS,Kerem Shalom,PRCS,Historical Data (before Rafah Operation),Unknown,2024-02-24 15:57:56,,,,,,,,
31244,1,2024-02-18,UNRWA,Non-Manifest (2024-02-18),Blankets + Clothes,Non-Food Items,Received,17,Pallets,ERC,Humanitarian - PRCS,Kerem Shalom,PRCS,Historical Data (before Rafah Operation),Unknown,2024-02-24 15:57:56,,,,,,,,
30162,1,2024-02-17,UNRWA,Non-Manifest (2024-02-17),Food Parcels,Food Items,Received,22,Pallets,Al-Resala Society - Egypt + ERC,Humanitarian - PRCS,Rafah Crossing,PRCS,Historical Data (before Rafah Operation),Unknown,2024-02-17 14:45:35,,,,,,,,
30163,1,2024-02-17,UNRWA,Non-Manifest (2024-02-17),Food Parcels,Food Items,Received,22,Pallets,Medina Association - Egypt,Humanitarian - PRCS,Rafah Crossing,PRCS,Historical Data (before Rafah Operation),Unknown,2024-02-17 14:45:35,,,,,,,,
31120,1,2024-02-17,UNRWA,Non-Manifest (2024-02-17),Oil,Food Items,Received,25,Pallets,ERC,Humanitarian - PRCS,Kerem Shalom,PRCS,Historical Data (before Rafah Operation),Unknown,2024-02-24 15:41:25,,,,,,,,
31121,1,2024-02-17,UNRWA,Non-Manifest (2024-02-17),Food Parcels,Food Items,Received,30,Pallets,Private sector,Private Sector,Kerem Shalom,Private Sector,Historical Data (before Rafah Operation),Unknown,2024-02-24 15:41:25,,,,,,,,
30351,1,2024-02-16,UNRWA,Non-Manifest (2024-02-16),Food Parcels,Food Items,Received,22,Pallets,WFP,Humanitarian - UN,Rafah Crossing,WFP,Historical Data (before Rafah Operation),Unknown,2024-02-17 19:47:49,,,,,,,,
30352,1,2024-02-16,UNRWA,Non-Manifest (2024-02-16),Clothes,Non-Food Items,Received,22,Pallets,UNFPA,Humanitarian - UN,Rafah Crossing,UNFPA,Historical Data (before Rafah Operation),Unknown,2024-02-17 19:47:50,,,,,,,,
30353,1,2024-02-16,UNRWA,Non-Manifest (2024-02-16),Diapers + Clothes,Non-Food Items,Received,24,Pallets,UNRWA + UNFPA,Humanitarian - UN,Rafah Crossing,UNRWA + UNFPA,Historical Data (before Rafah Operation),Unknown,2024-02-17 19:47:50,,,,,,,,
30354,1,2024-02-16,UNRWA,Non-Manifest (2024-02-16),Food Parcels,Food Items,Received,22,Pallets,WFP,Humanitarian - UN,Rafah Crossing,WFP,Historical Data (before Rafah Operation),Unknown,2024-02-17 19:47:50,,,,,,,,
30355,1,2024-02-16,UNRWA,Non-Manifest (2024-02-16),Clothes + Blankets,Non-Food Items,Received,24,Pallets,HUMAN APPEAL,Humanitarian - INGO,Rafah Crossing,Log Cluster,Historical Data (before Rafah Operation),Unknown,2024-02-17 19:47:50,,,,,,,,
30356,1,2024-02-16,UNRWA,Non-Manifest (2024-02-16),Clothes + Diapers,Non-Food Items,Received,22,Pallets,UNFPA,Humanitarian - UN,Rafah Crossing,UNFPA,Historical Data (before Rafah Operation),Unknown,2024-02-17 19:47:50,,,,,,,,
30357,1,2024-02-16,UNRWA,Non-Manifest (2024-02-16),Diapers,Non-Food Items,Received,22,Pallets,HUMAN APPEAL,Humanitarian - INGO,Rafah Crossing,Log Cluster,Historical Data (before Rafah Operation),Unknown,2024-02-17 19:47:50,,,,,,,,
30358,1,2024-02-16,UNRWA,Non-Manifest (2024-02-16),Diapers,Non-Food Items,Received,22,Pallets,OXFAM,Humanitarian - INGO,Rafah Crossing,Oxfam,Historical Data (before Rafah Operation),Unknown,2024-02-17 19:47:50,,,,,,,,
30359,1,2024-02-16,UNRWA,Non-Manifest (2024-02-16),Diapers + Clothes,Non-Food Items,Received,20,Pallets,OXFAM,Humanitarian - INGO,Rafah Crossing,Oxfam,Historical Data (before Rafah Operation),Unknown,2024-02-17 19:47:50,,,,,,,,
30360,1,2024-02-16,UNRWA,Non-Manifest (2024-02-16),Food Parcels,Food Items,Received,20,Pallets,WFP,Humanitarian - UN,Rafah Crossing,WFP,Historical Data (before Rafah Operation),Unknown,2024-02-17 19:47:50,,,,,,,,
30361,1,2024-02-16,UNRWA,Non-Manifest (2024-02-16),Food Parcels + Diapers,Mixed Items,Received,21,Pallets,WFP + UNRWA,Humanitarian - UN,Rafah Crossing,WFP + UNRWA,Historical Data (before Rafah Operation),Unknown,2024-02-17 19:47:50,,,,,,,,
30362,1,2024-02-16,UNRWA,Non-Manifest (2024-02-16),Food Parcels,Food Items,Received,20,Pallets,WFP,Humanitarian - UN,Rafah Crossing,WFP,Historical Data (before Rafah Operation),Unknown,2024-02-17 19:47:50,,,,,,,,
30933,1,2024-02-16,UNRWA,Non-Manifest (2024-02-16),Flour,Food Items,Received,12,Pallets,UNRWA,Humanitarian - UN,Kerem Shalom,UNRWA,Historical Data (before Rafah Operation),Unknown,2024-02-24 15:39:11,,,,,,,,
30934,1,2024-02-16,UNRWA,Non-Manifest (2024-02-16),Flour,Food Items,Received,12,Pallets,UNRWA,Humanitarian - UN,Kerem Shalom,UNRWA,Historical Data (before Rafah Operation),Unknown,2024-02-24 15:39:11,,,,,,,,
30935,1,2024-02-16,UNRWA,Non-Manifest (2024-02-16),Diapers,Non-Food Items,Received,34,Pallets,UNRWA,Humanitarian - UN,Kerem Shalom,UNRWA,Historical Data (before Rafah Operation),Unknown,2024-02-24 15:39:12,,,,,,,,
30936,1,2024-02-16,UNRWA,Non-Manifest (2024-02-16),Flour,Food Items,Received,24,Pallets,UNRWA,Humanitarian - UN,Kerem Shalom,UNRWA,Historical Data (before Rafah Operation),Unknown,2024-02-24 15:39:12,,,,,,,,
30937,1,2024-02-16,UNRWA,Non-Manifest (2024-02-16),Diapers,Non-Food Items,Received,22,Pallets,UNRWA,Humanitarian - UN,Kerem Shalom,UNRWA,Historical Data (before Rafah Operation),Unknown,2024-02-24 15:39:12,,,,,,,,
30938,1,2024-02-16,UNRWA,Non-Manifest (2024-02-16),Diapers,Non-Food Items,Received,34,Pallets,UNRWA,Humanitarian - UN,Kerem Shalom,UNRWA,Historical Data (before Rafah Operation),Unknown,2024-02-24 15:39:12,,,,,,,,
30939,1,2024-02-16,UNRWA,Non-Manifest (2024-02-16),Flour,Food Items,Received,14,Pallets,UNRWA,Humanitarian - UN,Kerem Shalom,UNRWA,Historical Data (before Rafah Operation),Unknown,2024-02-24 15:39:12,,,,,,,,
30940,1,2024-02-16,UNRWA,Non-Manifest (2024-02-16),Flour,Food Items,Received,10,Pallets,UNRWA,Humanitarian - UN,Kerem Shalom,UNRWA,Historical Data (before Rafah Operation),Unknown,2024-02-24 15:39:12,,,,,,,,
30941,1,2024-02-16,UNRWA,Non-Manifest (2024-02-16),Medicine,Medical Supplies,Received,33,Pallets,UNICEF,Humanitarian - UN,Kerem Shalom,UNICEF,Historical Data (before Rafah Operation),Unknown,2024-05-07 14:35:25,,,,,,,,
30942,1,2024-02-16,UNRWA,Non-Manifest (2024-02-16),Flour,Food Items,Received,12,Pallets,UNRWA,Humanitarian - UN,Kerem Shalom,UNRWA,Historical Data (before Rafah Operation),Unknown,2024-02-24 15:39:12,,,,,,,,
30943,1,2024-02-16,UNRWA,Non-Manifest (2024-02-16),Diapers,Non-Food Items,Received,24,Pallets,UNRWA,Humanitarian - UN,Kerem Shalom,UNRWA,Historical Data (before Rafah Operation),Unknown,2024-02-24 15:39:12,,,,,,,,
30944,1,2024-02-16,UNRWA,Non-Manifest (2024-02-16),Flour,Food Items,Received,10,Pallets,UNRWA,Humanitarian - UN,Kerem Shalom,UNRWA,Historical Data (before Rafah Operation),Unknown,2024-02-24 15:39:12,,,,,,,,
30945,1,2024-02-16,UNRWA,Non-Manifest (2024-02-16),Food Parcels,Food Items,Received,14,Pallets,WCK,Humanitarian - INGO,Kerem Shalom,WCK,Historical Data (before Rafah Operation),Unknown,2024-02-24 15:39:12,,,,,,,,
30946,1,2024-02-16,UNRWA,Non-Manifest (2024-02-16),Diapers,Non-Food Items,Received,34,Pallets,UNRWA,Humanitarian - UN,Kerem Shalom,UNRWA,Historical Data (before Rafah Operation),Unknown,2024-02-24 15:39:12,,,,,,,,
30947,1,2024-02-16,UNRWA,Non-Manifest (2024-02-16),Flour,Food Items,Received,28,Pallets,UNRWA,Humanitarian - UN,Kerem Shalom,UNRWA,Historical Data (before Rafah Operation),Unknown,2024-02-24 15:39:12,,,,,,,,
30948,1,2024-02-16,UNRWA,Non-Manifest (2024-02-16),Flour,Food Items,Received,12,Pallets,UNRWA,Humanitarian - UN,Kerem Shalom,UNRWA,Historical Data (before Rafah Operation),Unknown,2024-02-24 15:39:12,,,,,,,,
30949,1,2024-02-16,UNRWA,Non-Manifest (2024-02-16),Flour,Food Items,Received,20,Pallets,UNRWA,Humanitarian - UN,Kerem Shalom,UNRWA,Historical Data (before Rafah Operation),Unknown,2024-02-24 15:39:12,,,,,,,,
